BIN码,银行缩写,银行名称,卡类型,卡号长度,数据来源
625980,CEB,中国光大银行,信用卡,16,LocalDB
625981,CEB,中国光大银行,信用卡,16,LocalDB
625993,SPDB,上海浦东发展银行,信用卡,16,LocalDB
625996,ABC,中国农业银行,信用卡,16,LocalDB
625997,ABC,中国农业银行,信用卡,16,LocalDB
625998,ABC,中国农业银行,信用卡,16,LocalDB
627066,SPABANK,平安银行,信用卡,16,LocalDB
627067,SPABANK,平安银行,信用卡,16,LocalDB
627068,SPABANK,平安银行,信用卡,16,LocalDB
627069,SPABANK,平安银行,信用卡,16,LocalDB
628200,HKB,汉口银行,信用卡,16,LocalDB
628201,CEB,中国光大银行,信用卡,16,LocalDB
628202,CEB,中国光大银行,信用卡,16,LocalDB
628203,BJBANK,北京银行,信用卡,16,LocalDB
628204,JHBANK,金华银行,信用卡,16,LocalDB
628205,TCCB,天津银行,信用卡,16,LocalDB
628206,CITIC,中信银行,信用卡,16,LocalDB
628207,NBBANK,宁波银行,信用卡,16,LocalDB
628208,CITIC,中信银行,信用卡,16,LocalDB
628209,CITIC,中信银行,信用卡,16,LocalDB
628210,JSBANK,江苏银行,信用卡,16,LocalDB
628211,SHRCB,上海农村商业银行,信用卡,16,LocalDB
628212,CIB,兴业银行,信用卡,16,LocalDB
628213,GYCB,贵阳市商业银行,信用卡,16,LocalDB
628214,NXBANK,宁夏银行,信用卡,16,LocalDB
628217,DYCCB,东营市商业银行,信用卡,16,LocalDB
628219,GLBANK,桂林银行,信用卡,16,LocalDB
628220,CQBANK,重庆银行,信用卡,16,LocalDB
628221,SPDB,上海浦东发展银行,信用卡,16,LocalDB
628222,SPDB,上海浦东发展银行,信用卡,16,LocalDB
628223,SRBANK,上饶银行,信用卡,16,LocalDB
628224,HRBANK,哈尔滨银行,信用卡,16,LocalDB
628226,JSRCU,江苏省农村信用联合社,信用卡,16,LocalDB
628227,BGB,广西北部湾银行,信用卡,16,LocalDB
628228,CDCB,成都银行,信用卡,16,LocalDB
628229,CDB,国家开发银行,信用卡,16,LocalDB
628230,SHBANK,上海银行,信用卡,16,LocalDB
628231,FDB,富滇银行,信用卡,16,LocalDB
628232,FJNX,福建省农村信用社联合社,信用卡,16,LocalDB
628233,GZB,赣州银行,信用卡,16,LocalDB
628234,WHCCB,威海市商业银行,信用卡,16,LocalDB
628236,HZCB,杭州银行,信用卡,16,LocalDB
628238,JJBANK,九江银行,信用卡,16,LocalDB
628239,QDCCB,青岛银行,信用卡,16,LocalDB
628242,NJCB,南京银行,信用卡,16,LocalDB
628248,WJRCB,吴江农商银行,信用卡,16,LocalDB
628250,CZCB,浙江稠州商业银行,信用卡,16,LocalDB
628251,HSBANK,徽商银行,信用卡,16,LocalDB
628252,H3CB,内蒙古银行,信用卡,16,LocalDB
628253,ORBANK,鄂尔多斯银行,信用卡,16,LocalDB
628255,WZCB,温州银行,信用卡,16,LocalDB
628257,RZB,日照银行,信用卡,16,LocalDB
628258,CMBC,中国民生银行,信用卡,16,LocalDB
628259,GDB,广东发展银行,信用卡,16,LocalDB
628260,GDB,广东发展银行,信用卡,16,LocalDB
628261,BOJZ,锦州银行,信用卡,16,LocalDB
628262,CMB,招商银行,信用卡,16,LocalDB
628263,LZYH,兰州银行,信用卡,16,LocalDB
628267,CRCBANK,重庆农村商业银行,信用卡,16,LocalDB
628268,ABC,中国农业银行,信用卡,16,LocalDB
628269,ABC,中国农业银行,信用卡,16,LocalDB
628271,ZYB,中原银行,信用卡,16,LocalDB
628272,CSRCB,常熟农商银行,信用卡,16,LocalDB
628279,LSBANK,莱商银行,信用卡,16,LocalDB
628280,ZJNX,浙江省农村信用社联合社,信用卡,16,LocalDB
628281,CSCB,长沙银行,信用卡,16,LocalDB
628282,CSCB,长沙银行,信用卡,16,LocalDB
628283,CSCB,长沙银行,信用卡,16,LocalDB
628285,SJBANK,盛京银行,信用卡,16,LocalDB
628286,ICBC,中国工商银行,信用卡,16,LocalDB
628287,BOQH,青海银行,信用卡,16,LocalDB
628288,ICBC,中国工商银行,信用卡,16,LocalDB
628299,DLB,大连银行,信用卡,16,LocalDB
628300,NBYZ,鄞州银行,信用卡,16,LocalDB
628301,TRCB,天津农商银行,信用卡,16,LocalDB
628305,NCB,江西银行,信用卡,16,LocalDB
628306,HZCCB,湖州市商业银行,信用卡,16,LocalDB
628307,YNRCC,云南省农村信用社,信用卡,16,LocalDB
628308,CDRCB,成都农商银行,信用卡,16,LocalDB
628310,PSBC,中国邮政储蓄银行,信用卡,16,LocalDB
628311,ZBCB,齐商银行,信用卡,16,LocalDB
628312,BOC,中国银行,信用卡,16,LocalDB
628317,CCB,中国建设银行,信用卡,16,LocalDB
628318,HXBANK,华夏银行,信用卡,16,LocalDB
628321,BHB,河北银行,信用卡,16,LocalDB
628322,SDEB,顺德农商银行,信用卡,16,LocalDB
628333,DAQINGB,龙江银行,信用卡,16,LocalDB
628359,LSBC,临商银行,信用卡,16,LocalDB
628362,CMB,招商银行,信用卡,16,LocalDB
628366,CCB,中国建设银行,信用卡,16,LocalDB
628367,GCB,广州银行,信用卡,16,LocalDB
628368,DAQINGB,龙江银行,信用卡,16,LocalDB
628369,WRCB,无锡农村商业银行,信用卡,16,LocalDB
628370,CITIC,中信银行,信用卡,16,LocalDB
628371,CITIC,中信银行,信用卡,16,LocalDB
628372,CITIC,中信银行,信用卡,16,LocalDB
628379,QLBANK,齐鲁银行,信用卡,16,LocalDB
628381,JRCB,江苏江阴农村商业银行,信用卡,16,LocalDB
628382,YDRCB,尧都农商行,信用卡,16,LocalDB
628386,SLH,湖南农村信用社联合社,信用卡,16,LocalDB
628391,BANKWF,潍坊银行,信用卡,16,LocalDB
628397,DZBANK,德州银行,信用卡,16,LocalDB
683970,BOQZ,泉州银行,借记卡,18,LocalDB
6886592,XMCCB,厦门市商业银行,借记卡,18,LocalDB
690755,CMB,招商银行,借记卡,18,LocalDB
694301,CSCB,长沙银行,借记卡,18,LocalDB
69580,JSBANK,江苏银行,借记卡,18,LocalDB
84301,SPDB,上海浦东发展银行,借记卡,16,LocalDB
84336,SPDB,上海浦东发展银行,借记卡,16,LocalDB
84342,SPDB,上海浦东发展银行,借记卡,16,LocalDB
84361,SPDB,上海浦东发展银行,借记卡,16,LocalDB
84373,SPDB,上海浦东发展银行,借记卡,16,LocalDB
84380,SPDB,上海浦东发展银行,借记卡,16,LocalDB
84385,SPDB,上海浦东发展银行,借记卡,16,LocalDB
84390,SPDB,上海浦东发展银行,借记卡,16,LocalDB
87000,SPDB,上海浦东发展银行,借记卡,16,LocalDB
87010,SPDB,上海浦东发展银行,借记卡,16,LocalDB
87030,SPDB,上海浦东发展银行,借记卡,16,LocalDB
87040,SPDB,上海浦东发展银行,借记卡,16,LocalDB
87050,SPDB,上海浦东发展银行,借记卡,16,LocalDB
900000,ICBC,中国工商银行,借记卡,19,LocalDB
900003,CMBC,中国民生银行,借记卡,16,LocalDB
900010,ICBC,中国工商银行,借记卡,19,LocalDB
900105,SDRCU,山东省农村信用社,借记卡,16,LocalDB
900205,SDRCU,山东省农村信用社,借记卡,16,LocalDB
90030,CEB,中国光大银行,借记卡,16,LocalDB
90592,CIB,兴业银行,借记卡,16,LocalDB
909810,GZRCU,贵州省农村信用社,借记卡,18,LocalDB
9111,GDB,广东发展银行,借记卡,19,LocalDB
920000,CEP,中银通商务支付有限公司,借记卡,16,LocalDB
921000,CEP,中银通商务支付有限公司,预付卡,19,LocalDB
940001,URMQCCB,乌鲁木齐市商业银行,借记卡,19,LocalDB
940002,ASCB,鞍山银行,借记卡,16,LocalDB
940003,BOJZ,锦州银行,借记卡,17,LocalDB
940006,NCB,江西银行,借记卡,17,LocalDB
940008,QLBANK,齐鲁银行,借记卡,19,LocalDB
940012,JLBANK,吉林银行,借记卡,16,LocalDB
940013,SHRCB,上海农村商业银行,借记卡,16,LocalDB
940015,TCCB,天津银行,借记卡,18,LocalDB
940016,GCB,广州银行,借记卡,19,LocalDB
940017,NTCCB,南通商业银行,借记卡,18,LocalDB
940018,CQBANK,重庆银行,借记卡,16,LocalDB
940020,CRCBANK,重庆农村商业银行,借记卡,16,LocalDB
940021,SHBANK,上海银行,借记卡,18,LocalDB
940022,NBBANK,宁波银行,借记卡,16,LocalDB
940023,XMBANK,厦门银行,借记卡,16,LocalDB
940025,ZJCCB,镇江市商业银行,借记卡,16,LocalDB
940027,CDCB,成都银行,借记卡,19,LocalDB
940029,KSRCB,昆山农信社,借记卡,19,LocalDB
940030,CSRCB,常熟农商银行,借记卡,19,LocalDB
940031,JSB,晋商银行,借记卡,17,LocalDB
940032,HBC,湖北银行,借记卡,16,LocalDB
940034,EGBANK,恒丰银行,借记卡,17,LocalDB
940035,GZRCU,贵州省农村信用社,借记卡,18,LocalDB
940037,NHB,南海农商银行,借记卡,18,LocalDB
940038,SDEB,顺德农商银行,借记卡,16,LocalDB
940039,SJBANK,盛京银行,借记卡,16,LocalDB
940040,LZYH,兰州银行,借记卡,16,LocalDB
940041,BOL,洛阳银行,借记卡,17,LocalDB
940042,KMRCU,昆明农村信用联合社,借记卡,18,LocalDB
940043,LYCB,辽阳市商业银行,借记卡,17,LocalDB
940044,WHRCB,武汉农村商业银行,借记卡,17,LocalDB
940046,BHB,河北银行,借记卡,19,LocalDB
94004602,QHDCCB,秦皇岛市商业银行,借记卡,19,LocalDB
94004604,BOCZ,沧州银行,借记卡,19,LocalDB
940047,JLBANK,吉林银行,借记卡,16,LocalDB
940048,ZHCCB,珠海华润银行股份有限公司,借记卡,19,LocalDB
940049,HRBANK,哈尔滨银行,借记卡,18,LocalDB
940050,BOD,东莞银行,借记卡,16,LocalDB
940051,JHBANK,金华银行,借记卡,16,LocalDB
940053,FSCCB,抚顺银行股份有限公司,借记卡,18,LocalDB
940054,HLDCCB,葫芦岛市商业银行,借记卡,16,LocalDB
940055,HBC,湖北银行,借记卡,17,LocalDB
940056,ZZCCB,郑州商业银行,借记卡,17,LocalDB
940057,ZBCB,齐商银行,借记卡,17,LocalDB
940058,JRCB,江苏江阴农村商业银行,借记卡,16,LocalDB
940060,BODD,丹东银行,借记卡,16,LocalDB
940061,QDCCB,青岛银行,借记卡,16,LocalDB
940062,DRCBCL,东莞农村商业银行,借记卡,19,LocalDB
940063,ZRCBANK,张家港农村商业银行,借记卡,17,LocalDB
940065,RZCCB,日照银行,借记卡,19,LocalDB
940066,LSB,临商银行,借记卡,19,LocalDB
940068,BOQH,青海银行,借记卡,17,LocalDB
940069,TZCB,台州银行,借记卡,17,LocalDB
940070,YCCCB,盐城商行,借记卡,16,LocalDB
940071,CSCB,长沙银行,借记卡,19,LocalDB
940072,BANKWF,潍坊银行,借记卡,16,LocalDB
940073,GZB,赣州银行,借记卡,19,LocalDB
940074,BOQZ,泉州银行,借记卡,18,LocalDB
940076,JSBANK,江苏银行,借记卡,16,LocalDB
955100,PSBC,中国邮政储蓄银行,借记卡,19,LocalDB
95555,CMB,招商银行,借记卡,16,LocalDB
955590,COMM,交通银行,信用卡,16,LocalDB
955591,COMM,交通银行,信用卡,16,LocalDB
955592,COMM,交通银行,信用卡,16,LocalDB
955593,COMM,交通银行,信用卡,16,LocalDB
9558,ICBC,中国工商银行,借记卡,19,LocalDB
95588,ICBC,中国工商银行,借记卡,19,LocalDB
95595,ABC,中国农业银行,借记卡,19,LocalDB
95596,ABC,中国农业银行,借记卡,19,LocalDB
95597,ABC,中国农业银行,借记卡,19,LocalDB
95598,ABC,中国农业银行,借记卡,19,LocalDB
95599,ABC,中国农业银行,借记卡,19,LocalDB
966666,CIB,兴业银行,借记卡,18,LocalDB
96828,ZZCCB,郑州商业银行,借记卡,16,LocalDB
968807,CITIC,中信银行,借记卡,16,LocalDB
968808,CITIC,中信银行,借记卡,16,LocalDB
968809,CITIC,中信银行,借记卡,16,LocalDB
984301,SPDB,上海浦东发展银行,借记卡,16,LocalDB
984303,SPDB,上海浦东发展银行,借记卡,16,LocalDB
985262,SDEB,顺德农商银行,借记卡,16,LocalDB
9896,CQBANK,重庆银行,借记卡,16,LocalDB
990871,FDB,富滇银行,借记卡,18,LocalDB
998800,SPABANK,平安银行,借记卡,16,LocalDB
998801,SPABANK,平安银行,信用卡,16,LocalDB
998802,SPABANK,平安银行,信用卡,16,LocalDB
999999,HXBANK,华夏银行,借记卡,16,LocalDB
